CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
7004834,2015,2015-07-22,2706,2015-06-27,1930,428,2706,6,5,4,2706,0,0,0,,0,002,"TOYON DR","FERNWOOD AV",151.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.91426788,36.58984074
7022235,2015,2017-01-28,9730,2015-07-26,2237,020621,,7,3,9,2700,0,3,5,,2,006,"ESPINOSA RD","RT 183",200.00,E,N,A,-,Y,MON,5,183,-,R,7.651,I,6,N,Y,2,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,C,D,0,,,Y,,Y,,C,02,1,0,0,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.74027044,36.74497538
7022238,2015,2015-08-24,9730,2015-07-23,0620,14584,,4,1,9,2700,0,3,5,,2,003,"RIVER RD","CHUALAR RIVER RD",5808.00,N,N,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,05,21460,,F,H,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.56531576,36.565108539999997
7022239,2015,2015-08-18,9730,2015-07-26,1603,020514,,7,2,9,2700,0,2,4,,1,023,"CARMEL VALLEY RD","MERCURIO RD",700.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,,
7022703,2015,2015-09-03,2710,2015-06-21,1231,40383,MARIN,7,5,4,2710,0,0,0,,0,02B,"FREMONT BL","FREMONT BL 1200 BLK",0.00,,-,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,,
7023315,2015,2015-08-15,2710,2015-06-13,0754,36059,MARIN,6,5,4,2710,0,0,0,,0,,"FREMONT BL","HARCOURT AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,22450,A,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,-,,0,0,1,0,0,0,1,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.84824995,36.603800110000002
7023319,2015,2015-08-15,2710,2015-06-11,1443,40386,MARIN,4,5,4,2710,0,0,0,,0,016,"CALIFORNIA AV","MONTEREY RD",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,2,2,A,-,09,21804,A,N,B,D,A,A,H,-,A,A,0,,,,,Y,,A,07,0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.81479994999999,36.639400090000002
7023337,2015,2015-08-25,2706,2015-07-22,2235,395,2706,3,5,4,2706,0,0,0,,0,003,"MARK THOMAS DR","SLOAT AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,17,21209,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.87712999,36.592810010000001
7023451,2015,2015-08-25,2710,2015-06-10,1735,,,3,5,4,2710,0,0,0,,0,,"FREMONT BL","SAN PABLO AV",150.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.84252066000001,36.615302800000002
7024604,2015,2016-05-23,2712,2015-06-19,1809,372,2712,5,5,3,2712,0,0,0,,0,001,"IMJIN PW","RESERVATION RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,Y,,Y,,C,02,0,0,1,0,0,0,0,0,1,"- ","- ",,,MONTEREY,MARINA,-121.76659991,36.671430030000003
7027233,2015,2015-08-26,9730,2015-07-29,1520,015297,,3,2,9,2700,0,3,5,,2,006,"MONTE RD","NASHUA RD",35.00,S,N,B,-,N,,,,,,,,,,Y,4,0,1,3,A,-,03,22350,,F,E,I,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.741019999999999,-121.76653,MONTEREY,UNINCORPORATED,-121.76638674,36.741093569999997
7027234,2015,2016-12-22,9730,2015-07-31,0740,12332,,5,1,9,2700,0,1,2,,1,070,"RT 101","RT 156",100.00,S,N,B,-,Y,MON,5,101,-,-,95.420,H,-,N,Y,2,0,1,2,A,-,03,22350,,N,D,C,A,B,H,-,A,D,5,,,,Y,Y,,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66756288000001,36.789286230000002
7027236,2015,2017-01-14,9730,2015-07-31,1710,20621,,5,2,4,2710,0,1,3,,2,062,"RT 1","RT 218",400.00,N,N,B,-,Y,MON,5,1,-,R,79.450,H,-,N,Y,3,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,1,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",36.611660000000001,-121.85549,MONTEREY,SEASIDE,-121.85649961999999,36.610888850000002
7004835,2015,2015-07-22,2706,2015-06-18,1304,590,MPD,4,5,4,2706,0,0,0,,0,002,"MUNRAS AV","ALAMEDA AV",98.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,D,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.89815168,36.588498659999999
7005013,2015,2015-07-24,2703,2015-07-08,1757,9221,2703,3,5,2,2703,0,0,0,,0,ALL,"5TH ST","BELDEN ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,"- ","- ",,,MONTEREY,GONZALES,-121.44472996,36.508150030000003
7005203,2015,2015-07-27,2708,2015-06-24,1531,30350,,3,5,6,2708,0,0,0,,0,012,"WILLIAMS RD","EAST MARKET ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.61505998,36.675080080000001
7005204,2015,2015-07-25,2708,2015-06-18,1824,18925,SALIN,4,5,6,2708,0,0,0,,0,003,"EL DORADO DR","ARCADIA WY",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,08,22100,B,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.63376986,36.713900109999997
7005207,2015,2015-07-25,2708,2015-06-21,2001,30350,,7,5,6,2708,0,0,0,,0,012,"WILLIAMS RD","QUILLA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,3,A,-,09,21802,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.61806989999999,36.673350020000001
7005208,2015,2015-07-25,2708,2015-06-28,1842,30433,,7,5,6,2708,0,0,0,,0,005,"CHAPARRAL ST","SONORA WY",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,3,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64160994,36.701830039999997
7005211,2015,2015-07-25,2708,2015-06-07,2307,42636,,7,5,6,2708,0,0,0,,0,005,"LUPIN DR","IRIS DR",0.00,,Y,B,-,N,,,,,,,,,,Y,4,0,1,4,A,-,08,22100,B,N,C,E,A,A,H,-,C,D,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65373999000001,36.693240009999997
7005215,2015,2015-07-25,2708,2015-06-27,0950,19595,,6,5,6,2708,0,0,0,,0,005,"LINWOOD DR","RAINIER DR",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,22450,,N,B,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64221999999999,36.702820029999998
7005219,2015,2015-07-25,2708,2015-06-27,1654,47175,SALIN,6,5,6,2708,0,0,0,,0,,"SAN JUAN GRADE RD","NORTH MAIN ST",300.00,E,N,B,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21804,A,F,E,I,A,A,H,-,A,A,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65447626,36.717478870000001
7005224,2015,2015-07-25,2708,2015-06-23,2243,49532,SALIN,2,5,6,2708,0,0,0,,0,003,"EAST BORONDA RD",MCKINNON,700.00,E,N,A,-,N,,,,,,,,,,Y,4,0,2,1,A,-,03,22350,,N,E,I,A,A,H,-,C,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64131582,36.716701
7005228,2015,2015-07-29,2708,2015-06-16,1749,08067,,2,5,6,2708,0,0,0,,0,010,"EAST MARKET ST","N HEBBRON AV",50.00,W,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.63188912,36.67656762
7005232,2015,2015-07-27,2708,2015-06-08,1555,30349,SALIN,1,5,6,2708,0,0,0,,0,008,"JOHN ST","PAJARO ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65220988,36.670500060000002
7005236,2015,2017-01-04,2708,2015-06-07,1412,30510,,7,5,6,2708,0,0,0,,0,001,"BORONDA RD","RT 101",300.00,E,N,A,-,Y,MON,5,101,-,R,91.292,R,4,N,Y,4,0,2,4,A,-,03,22350,A,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ",EO,,,MONTEREY,SALINAS,-121.6586449,36.725950589999997
7005255,2015,2015-07-27,2708,2015-06-26,1423,53260,,5,5,6,2708,0,0,0,,0,011,"DEL MONTE AV","GALINDO ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,2,2,A,-,09,21802,A,F,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.60985988,36.687600089999997
7005259,2015,2015-07-27,2708,2015-06-12,1004,27345,,5,5,6,2708,0,0,0,,0,,"NORTH MAIN ST","EAST BERNAL DR",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,3,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65227999,36.689970029999998
7005260,2015,2015-07-30,2708,2015-06-14,1710,74426,,7,5,6,2708,0,0,0,,0,003,"EAST BORONDA RD","NATIVIDAD RD",595.00,E,N,B,-,N,,,,,,,,,,Y,4,0,1,3,A,-,04,21703,,N,-,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.62149814999999,36.715392370000004
7005263,2015,2015-07-27,2708,2015-06-20,1304,53269,,6,5,6,2708,0,0,0,,0,001,"NORTH MAIN ST","RUSSELL RD",25.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65621910999999,36.734361710000002
7005264,2015,2015-07-30,2708,2015-06-11,1900,07661,,4,5,6,2708,0,0,0,,0,005,"REATA ST","DORORO DR",51.00,E,N,A,-,N,,,,,,,,,,Y,4,0,1,4,A,-,01,23152,A,N,B,B,E,A,H,-,A,D,0,Y,,,,Y,Y,-,,0,0,1,0,1,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64721204,36.702273409999997
7005267,2015,2015-07-27,2708,2015-06-24,1835,69054,,3,5,6,2708,0,0,0,,0,005,CHAPARRAL,SONORA,0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,3,A,-,03,22350,,F,D,C,A,A,H,-,A,-,0,,,,,Y,Y,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64160994,36.701830039999997
7005268,2015,2016-05-23,2708,2015-06-01,1233,79223,,1,5,6,2708,0,0,0,,0,,"SMITH ST","SAN BENITO ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,4,3,A,-,03,22350,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.63686997000001,36.672990089999999
7005271,2015,2015-07-27,2708,2015-06-26,1601,30433,,5,5,6,2708,0,0,0,,0,002,"NORTH MAIN ST",ROCHEX,0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.65223989,36.700540029999999
7005272,2015,2015-07-25,2708,2015-06-01,1158,75635,SALIN,1,5,6,2708,0,0,0,,0,,"EAST LAUREL DR",GRANADA,300.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21952,,N,C,B,E,A,H,-,A,D,0,Y,,,,Y,,-,,0,0,1,0,1,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64135210000001,36.69695522
7005275,2015,2015-07-27,2708,2015-06-28,1047,53260,,7,5,6,2708,0,0,0,,0,010,"SOUTH SANBORN RD","JOHN ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.62772993,36.669300020000001
7005279,2015,2015-07-27,2708,2015-06-30,0510,18355,2708,2,5,6,2708,0,0,0,,0,010,"N MADEIRA",FREMONT,30.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,F,C,C,A,A,H,-,C,D,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.63780409,36.678131409999999
7030126,2015,2017-01-28,2711,2015-07-31,1503,4141,2711,5,5,3,2711,0,0,0,,0,002,"METZ RD","BRYANT CANYON RD",87.00,S,N,A,-,Y,MON,5,146,-,-,1.930,H,-,W,Y,2,0,1,2,-,-,"- ",,,N,A,I,A,A,H,-,A,D,0,,,,,Y,,-,"- ",1,0,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SOLEDAD,-121.31374013999999,36.426352909999999
7030130,2015,2016-02-16,2711,2015-07-15,0813,5617,2711,3,5,3,2711,0,0,0,,0,001,"TICINO ST","ANDALUCIA DR",69.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,21,22106,,N,H,E,A,A,H,-,A,D,0,,,,Y,Y,,F,26,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SOLEDAD,-121.32252561,36.429135889999998
7030525,2015,2017-01-13,2706,2015-08-11,1641,627,2706,2,5,4,2706,0,0,0,,0,003,"RT 68","OLMSTED RD",722.00,W,N,A,-,Y,MON,5,68,-,-,5.430,H,-,E,Y,2,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,D,22,1,0,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.85205189,36.583704580000003
7030537,2015,2015-09-09,2706,2015-08-02,1530,301,MPD,7,5,4,2706,0,0,0,,0,001,"LIGHTHOUSE AV","DRAKE AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.89993997000001,36.611450050000002
7030731,2015,2015-09-15,2706,2015-08-12,1033,505,2706,3,5,4,2706,0,0,0,,0,001,"PRESCOTT AV","FILMORE ST",94.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,1,B,-,22,,,N,F,I,A,A,A,-,A,D,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.91091672,36.610167130000001
7030739,2015,2015-09-21,2706,2015-08-02,1517,939,2706,7,5,4,2706,0,0,0,,0,001,"DRAKE AV","LIGHTHOUSE AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21952,,N,G,G,A,A,H,-,A,A,0,,Y,,,Y,,A,07,0,0,1,0,0,0,1,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.89993997000001,36.611450050000002
7030743,2015,2015-09-15,2706,2015-08-04,2140,191,2706,2,5,4,2706,0,0,0,,0,003,"DEL MONTE AV","CASA VERDE WY",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21456,B,N,G,B,D,A,H,-,C,A,0,Y,,,,Y,Y,N,60,0,1,0,0,1,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.86659989,36.602080010000002
7044296,2015,2015-09-10,2703,2015-08-21,1524,9221,2703,5,5,2,2703,0,0,0,,0,ALL,"ALTA ST","C ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,09,21804,A,N,D,D,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,GONZALES,-121.43977988,36.501970100000001
7044570,2015,2015-09-10,2710,2015-07-04,1751,33762,,6,5,4,2710,0,0,0,,0,,"NOCHE BUENA ST","NOCHE BUENA ST 1024",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,,
7045579,2015,2015-09-14,2706,2015-08-18,1004,939,MPD,2,5,4,2706,0,0,0,,0,001,"DAVID AV","HAWTHORNE ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,-,B,B,A,H,-,A,A,0,Y,,,,Y,,A,07,0,0,1,0,1,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.90538995,36.616380040000003
7045580,2015,2015-09-14,2706,2015-08-20,1313,142,2706,4,5,4,2706,0,0,0,,0,002,"DEL MONTE AV","CAMINO AGUAJITO",130.00,W,N,A,-,N,,,,,,,,,,N,4,0,3,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.88402297,36.599939999999997
7045603,2015,2015-09-14,2704,2015-07-21,1938,4845,2704,2,5,3,2704,0,0,0,,0,004,"ELM AV","WALKER LN",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,D,D,A,A,H,-,A,A,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,GREENFIELD,-121.23702992,36.31994006
7005280,2015,2015-07-25,2708,2015-06-10,0441,53268,,3,5,6,2708,0,0,0,,0,012,"EAST LAUREL DR","2ND AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.6167299,36.678110029999999
7005319,2015,2015-07-24,2708,2015-07-01,0742,18355,2708,3,5,6,2708,0,0,0,,0,003,NATIVIDAD,"MEDICAL CENTER DR",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.63553985999999,36.698840070000003
7005339,2015,2016-06-14,2708,2015-07-01,1810,18925,SALIN,3,5,6,2708,0,0,0,,0,005,"EAST BERNAL DR","ROSARITA DR",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.64563991,36.691160060000001
7030873,2015,2015-09-03,2706,2015-07-18,2038,810,2706,6,5,4,2706,0,0,0,,0,001,"PIERCE ST","JEFFERSON ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21954,A,N,G,B,D,A,H,-,A,D,0,Y,,Y,,Y,Y,N,60,0,1,0,0,1,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.89705995,36.598530070000002
7030877,2015,2015-09-01,2706,2015-07-28,1140,590,2706,2,5,4,2706,0,0,0,,0,003,"DEL MONTE AV","SLOAT AV",5280.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.86214665,36.603967310000002
7032064,2015,2016-07-25,9735,2015-08-13,2150,19330,,4,2,9,2700,0,3,5,,2,003,"JOLON RD","CENTRAL AV",1584.00,E,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,01,23152,A,N,F,A,A,A,H,-,D,D,0,,,,Y,Y,Y,G,25,0,0,1,0,0,0,0,0,0,TO,"- ",36.199060000000003,-121.15015,MONTEREY,UNINCORPORATED,-121.1440683,36.192441819999999
7032068,2015,2015-09-16,9735,2015-08-14,1450,19263,,5,2,9,2700,0,3,5,,2,002,"JOLON RD","NACIMIENTO LAKE DR",3696.00,N,N,A,-,N,,,,,,,,,,Y,2,0,4,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,,,Y,,D,22,1,2,1,0,0,0,0,0,0,"- ","- ",35.868229999999997,-120.84967,MONTEREY,UNINCORPORATED,-120.83583,35.873980000000003
7032551,2015,2015-08-21,2710,2015-06-19,2128,38383,,5,5,4,2710,0,0,0,,0,01B,"BROADWAY AV","CONTRA COSTA ST",66.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.85231444,36.609321809999997
7032555,2015,2015-08-20,2710,2015-06-27,1047,36059,MARIN,6,5,4,2710,0,0,0,,0,,"FREMONT BL","MONTEREY RD",110.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,-,H,-,A,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.84117500000001,36.623451060000001
7033459,2015,2017-01-14,9730,2015-07-28,1340,017502,,2,1,9,2700,0,1,3,,1,022,"RT 1","SAN JOSE CREEK BRIDGE",450.00,S,N,A,-,Y,MON,5,1,-,-,71.090,H,-,S,N,4,0,3,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.92802978,36.5218676
7033460,2015,2017-01-14,9730,2015-07-29,1448,20576,,3,2,9,2700,0,1,3,,1,022,"RT 1","RIBERA RD",2112.00,S,N,A,-,Y,MON,5,1,-,-,71.340,H,-,S,Y,3,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.524270000000001,-121.92498000000001,MONTEREY,UNINCORPORATED,-121.92441731,36.524660779999998
7033461,2015,2016-12-22,9730,2015-07-27,1222,20933,,1,1,9,2700,0,1,2,,1,030,"RT 101","MAIN ST",4224.00,S,N,A,-,Y,MON,5,101,-,-,76.170,H,-,S,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,D,-,A,A,1,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",36.559010000000001,-121.50830999999999,MONTEREY,UNINCORPORATED,-121.50895873,36.560008969999998
7033462,2015,2016-12-22,9730,2015-07-26,1717,020990,,7,2,9,2700,0,1,2,,1,050,"RT 101","GOULD RD",310.00,S,N,A,-,Y,MON,5,101,-,-,82.510,H,-,N,Y,2,0,2,1,A,-,01,23152,A,N,F,I,A,A,H,-,A,D,5,,,,,Y,Y,A,01,1,0,1,0,0,0,0,0,0,"- ","- ",36.627940000000002,-121.5877,MONTEREY,UNINCORPORATED,-121.58649066,36.627407929999997
7034692,2015,2015-08-28,2708,2015-07-21,1400,34263,,2,5,6,2708,0,0,0,,0,009,"EAST BLANCO RD","BLANCO CIR",1200.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.63967665,36.652281430000002
